path,artist,author,title,description,date,medium,dimensions,institution,department,inscriptions,notes,accession_number,source,permission,categories
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo de Florida (side view)urn-3:FMUS.MCZ:2005-533959.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo de Florida (side view),Taxonomic Classification: Animalia. Common Name: North American box tortoise,,watercolor on paper,18 x 21 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Cistudo de Floride. jeune.. Js. Burkhardt.--Burkhardt, Jacques",1 tortoise drawing (5 x 11 cm.),MH:MCZArtwork bAg_168.60.10__12_g,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__12_g ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (top view) (Middleboro, Mass., June 1852)urn-3:FMUS.MCZ:2005-562392.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Cistudo (top view) (Middleboro, Mass., June 1852)",Taxonomic Classification: Animalia--Cistudo. Common Name: Box turtle,1852-06-??,watercolor on paper,20 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Middleboro (Jenks Cistudo--Agassiz, Louis. Jacques Burkhardt Juin 1852 Cambr--Burkhardt, Jacques",1 turtle drawing (14 x 19 cm.),MH:MCZArtwork bAg_168.60.10__13_b,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_b ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view) (6 July 1852)urn-3:FMUS.MCZ:2005-562394.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view) (6 July 1852),Taxonomic Classification: Animalia--Cistudo. Common Name: Box turtle,1852-07-06,watercolor on paper,19 x 20 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Toutes les varietes du jardin.--Agassiz, Louis. Cistudo J. Burkhardt 6 Juil--Burkhardt, Jacques",1 turtle drawing (8 x 15 cm.),MH:MCZArtwork bAg_168.60.10__13_d,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_d ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view) (1856)urn-3:FMUS.MCZ:2005-562395.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view) (1856),Taxonomic Classification: Animalia--Cistudo. Common Name: North American box tortoise,1856-??-??,watercolor on paper,16 x 23 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"du jardin Cistudo. J. Burkhardt 1856--Burkhardt, Jacques",1 tortoise drawing (6 x 14 cm.),MH:MCZArtwork bAg_168.60.10__13_e,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_e ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view)urn-3:FMUS.MCZ:2005-562396.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view),Taxonomic Classification: Animalia--Cistudo. Common Name: North American box tortoise,,watercolor on paper,16 x 23 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Variete du jardine Cistudo. JB.--Burkhardt, Jacques",1 turtle drawing (6 x 13 cm.),MH:MCZArtwork bAg_168.60.10__13_f,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_f ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view) (1856)urn-3:FMUS.MCZ:2005-562397.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view) (1856),Taxonomic Classification: Animalia--Cistudo. Common Name: North American box tortoise,1856-??-??,watercolor on paper,17 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"varietes du jardin Cistudo J. Burkhardt 1856--Burkhardt, Jacques",1 tortoise drawing (15 x 18 cm.),MH:MCZArtwork bAg_168.60.10__13_g,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_g ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view) (1856)urn-3:FMUS.MCZ:2005-562400.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view) (1856),Taxonomic Classification: Animalia--Cistudo. Common Name: Box turtle,1856-??-??,watercolor on paper,19 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Variete du jardine Cistudo. J. Burkhardt 1856--Burkhardt, Jacques",1 turtle drawing (6 x 14 cm.),MH:MCZArtwork bAg_168.60.10__13_j,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_j ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view) (1856)urn-3:FMUS.MCZ:2005-562401.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view) (1856),Taxonomic Classification: Animalia--Cistudo. Common Name: North American box tortoise,1856-??-??,watercolor on paper,16 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"varietes du jardin. Cistudo J. Burkhardt 1856--Burkhardt, Jacques",1 tortoise drawing (6 x 14 cm.),MH:MCZArtwork bAg_168.60.10__13_k,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_k ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Cistudo (side view)urn-3:FMUS.MCZ:2005-562403.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Cistudo (side view),Taxonomic Classification: Animalia--Cistudo. Common Name: North American box tortoise,,watercolor on paper,15 x 24 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Cistudo. Js. Burkhardt--Burkhardt, Jacques",1 tortoise drawing (6 x 13 cm.),MH:MCZArtwork bAg_168.60.10__13_m,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__13_m ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Testudo polyphemus headurn-3:FMUS.MCZ:2005-562404.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Testudo polyphemus head,Taxonomic Classification: Animalia--Gopherus polyphemus. Common Name: Gopher tortoise. Original Name: Testudo polyphemus,,watercolor on paper,18 x 24 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Testudo Polyphemus--Agassiz, Louis. Js. Burkhardt.--Burkhardt, Jacques",1 tortoise-head drawing (4 x 10 cm.),MH:MCZArtwork bAg_168.60.10__14_a,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__14_a ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Testudo polyphemus head (side and front views) (1855)urn-3:FMUS.MCZ:2005-562406.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Testudo polyphemus head (side and front views) (1855),Taxonomic Classification: Animalia--Gopherus polyphemus. Common Name: Gopher tortoise. Original Name: Testudo polyphemus,1855-??-??,watercolor on paper,23 x 25 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Testudo Polyphemus. Js. Burkhardt 1855.--Burkhardt, Jacques",2 tortoise-head drawings (5 x 10 cm. and 6 x 5 cm.),MH:MCZArtwork bAg_168.60.10__14_c,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__14_c ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon scorpioides (bottom view) (Surinam, 1856)urn-3:FMUS.MCZ:2005-564264.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Kinosternon scorpioides (bottom view) (Surinam, 1856)",Taxonomic Classification: Animalia--Kinosternon scorpioides. Common Name: Scorpion mud turtle,1856-??-??,watercolor on paper,18 x 28 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Comme le Kinost. Marianum 3 vues. Kinost. scorpioides. Surinam du Herins--Agassiz, Louis. J. Burkhardt 1856--Burkhardt, Jacques",1 turtle drawing (8 x 14 cm.),MH:MCZArtwork bAg_168.60.10__14_e,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__14_e ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon scorpioides (side view) (Surinam, 1856)urn-3:FMUS.MCZ:2005-564265.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Kinosternon scorpioides (side view) (Surinam, 1856)",Taxonomic Classification: Animalia--Kinosternon scorpioides. Common Name: Scorpion mud turtle,1856-??-??,watercolor on paper,16 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Kinot. scorpioides Surinam. Js Burkhardt 1856--Burkhardt, Jacques",1 turtle drawing (5 x 13 cm.),MH:MCZArtwork bAg_168.60.10__14_f,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__14_f ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon (top view) (Panama, 1856)urn-3:FMUS.MCZ:2005-564268.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Kinosternon (top view) (Panama, 1856)",Taxonomic Classification: Animalia--Kinosternon. Common Name: Mud turtle,1856-??-??,watercolor on paper,20 x 26 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"14 Kinosternum Marianum (Panama) Baird--Agassiz, Louis. Js. Burkhardt 1856.--Burkhardt, Jacques",1 turtle drawing (8 x 15 cm.),MH:MCZArtwork bAg_168.60.10__14_i,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__14_i ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon (side view) (Panama, 1856)urn-3:FMUS.MCZ:2005-564269.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Kinosternon (side view) (Panama, 1856)",Taxonomic Classification: Animalia--Kinosternon. Common Name: Mud turtle,1856-??-??,watercolor on paper,17 x 26 cm,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"14 Kinost. Marianum (K. megicanum del.) Panama--Agassiz, Louis. J Burkhardt 1856.--Burkhardt, Jacques",1 turtle drawing (5 x 13 cm.),MH:MCZArtwork bAg_168.60.10__14_j,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__14_j ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon odoratum (top view)urn-3:FMUS.MCZ:2005-564270.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Kinosternon odoratum (top view),Taxonomic Classification: Animalia--Kinosternon odoratum. Common Name: Common musk turtle. Common Name: Stinkpot mud terrapin,,watercolor on paper,18 x 21 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"K. odoratum, de la seille.--Agassiz, Louis",1 turtle drawing (9 x 13 cm.),MH:MCZArtwork bAg_168.60.10__15_a,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_a ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon odoratum (bottom view)urn-3:FMUS.MCZ:2005-564272.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Kinosternon odoratum (bottom view),Taxonomic Classification: Animalia--Kinosternon odoratum. Common Name: Common musk turtle. Common Name: Stinkpot mud terrapin,,watercolor on paper,18 x 23 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"K odoratum. de la seille.--Agassiz, Louis",1 turtle drawing (7 x 13 cm.),MH:MCZArtwork bAg_168.60.10__15_c,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_c ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon odoratum (bottom view)urn-3:FMUS.MCZ:2005-564273.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Kinosternon odoratum (bottom view),Taxonomic Classification: Animalia--Kinosternon odoratum. Common Name: Common musk turtle. Common Name: Stinkpot mud terrapin,,watercolor on paper,16 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"K. odoratum. de la refrigertor.--Agassiz, Louis",1 turtle drawing (7 x 13 cm.),MH:MCZArtwork bAg_168.60.10__15_d,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_d ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Ozotheca odorata (side and front views of head) (1855)urn-3:FMUS.MCZ:2005-564274.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Ozotheca odorata (side and front views of head) (1855),Taxonomic Classification: Animalia--Ozotheca odorata. Common Name: Musk turtle. Common Name: Stinkpot,1855-??-??,pencil on paper,23 x 18 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Ozotheca odorata.--Agassiz, Louis. Js. Burkhardt. 1855.--Burkhardt, Jacques","3 turtle-head drawings (3 x 6 cm., 4 x 3 cm., 3 x 3 cm.)",MH:MCZArtwork bAg_168.60.10__15_e,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_e ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon odoratum (top view)urn-3:FMUS.MCZ:2005-564276.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Kinosternon odoratum (top view),Taxonomic Classification: Animalia--Kinosternon odoratum. Common Name: Common musk turtle. Common Name: Stinkpot mud terrapin,,watercolor on paper,16 x 22 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"K odoratum. de la refrigertor.--Agassiz, Louis",1 turtle drawing (8 x 13 cm.),MH:MCZArtwork bAg_168.60.10__15_g,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_g ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
"/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternon odoratum (top view) (Cambridge, Mass., June 1852)urn-3:FMUS.MCZ:2005-564277.jpg","[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]","Kinosternon odoratum (top view) (Cambridge, Mass., June 1852)",Taxonomic Classification: Animalia--Kinosternon odoratum. Common Name: Common musk turtle. Common Name: Stinkpot mud terrapin,1852-06-??,watercolor on paper,17 x 17 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"K. odoratum Cambridge--Agassiz, Louis. Jacques Burkhardt Juin 1852. Camb.--Burkhardt, Jacques",1 turtle drawing (8 x 13 cm.),MH:MCZArtwork bAg_168.60.10__15_h,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_h ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Kinosternum guttatum (top view)urn-3:FMUS.MCZ:2005-564278.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Kinosternum guttatum (top view),Taxonomic Classification: Animalia--Kinosternum guttatum. Common Name: Mud turtle,,watercolor on paper,18 x 21 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Comme le K. odoratum. K. guttatum LeConte--Agassiz, Louis",1 turtle drawing (8 x 13 cm.),MH:MCZArtwork bAg_168.60.10__15_i,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__15_i ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Turtle on grass (side view)urn-3:FMUS.MCZ:2005-564280.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Turtle on grass (side view),Taxonomic Classification: Animalia. Common Name: Turtle,,pencil on paper,13 x 20 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"J Burkhardt ---Burkhardt, Jacques",1 turtle drawing (6 x 15 cm.),MH:MCZArtwork bAg_168.60.10__16_b,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__16_b ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
/Users/gregorymccollum/Desktop/Python/Harvard/WikiImages/Turtle (top view) (1857)urn-3:FMUS.MCZ:2005-564281.jpg,"[[wikidata:Q53499085|Burkhardt, Jacques]]","[[wikidata:Q53499085|Burkhardt, Jacques]]",Turtle (top view) (1857),Taxonomic Classification: Animalia. Common Name: Turtle,1857-??-??,pencil on paper,15 x 21 cm.,[[wikidata:Q13371|Harvard University]],[[wikidata:Q53528757|Ernst Mayr Library]],"Js. Burkhardt 1857--Burkhardt, Jacques",1 turtle drawing (9 x 13 cm.),MH:MCZArtwork bAg_168.60.10__16_c,Harvard CURIOSity Collection - Jacques Burkhardt Scientific Drawings: http://id.lib.harvard.edu/curiosity/jacques-burkhardt-scientific-drawings/33-bAg_168.60.10__16_c ,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information (URI: https://rightsstatements.org/page/NoC-US/1.0/?language=en)",Jacques Burkhardt Scientific Drawings
